Actor_ID,Name,Birth_Year,Death_Year,Primary_Profession
1782,Billie Whitelaw,1932,2014,"actress,miscellaneous,soundtrack"
1783,Michael Smiley,1963,,"actor,director,writer"
1784,Ross Anderson,,,"visual_effects,animation_department,assistant_director"
1785,Emayatzy Corinealdi,1980,,"actress,casting_department,miscellaneous"
1786,Matthew Fox,,,producer
1787,Bob Griffith,,,stunts
1788,Adam Woronowicz,1973,,"actor,producer"
1789,Amanda Bearse,1958,,"actress,director,producer"
1790,Diane Cilento,1932,2011,"actress,writer,director"
1791,Richard Farnsworth,1920,2000,"actor,stunts,soundtrack"
1792,Laurence Naismith,1908,1992,"actor,soundtrack,archive_footage"
1793,Madeleine Arthur,1997,,"actress,archive_footage"
1794,Cara Buono,1971,,"actress,writer,producer"
1795,Leeon Jones,,,actor
1796,Jeanne Bates,,,art_director
1797,Fernando Tielve,1986,,"actor,soundtrack,archive_footage"
1798,Cameron Rhodes,,,"cinematographer,editorial_department"
1799,Arthur Edmund Carewe,1884,1937,"actor,soundtrack,archive_footage"
1800,Scott H. Reiniger,,,director
1801,Tate Ellington,1979,,actor
1802,David Gale,,,writer
1803,Scatman Crothers,1910,1986,"actor,soundtrack,archive_footage"
1804,Joy Boushel,1959,,"actress,stunts"
1805,Amanda Wyss,1960,,"actress,archive_footage"
1806,Bae Doo-na,,,
1807,Eva Axén,1954,,"actress,archive_footage"
1808,Jeffrey Vincent Parise,1971,,"actor,writer,director"
1809,Laurent Lucas,1965,,"actor,producer"
1810,Hal Delrich,,,
1811,Joe Cole,,,writer
1812,Will Poulter,1993,,"actor,writer,producer"
1813,Carolyn Jones,,,sound_department
1814,Mozhan Marnò,,,
1815,Henry Czerny,1959,,"actor,archive_footage"
1816,Jane Randolph,,,writer
1817,Jessica Tandy,1909,1994,"actress,soundtrack,archive_footage"
1818,Ray Haratian,1969,,"actor,writer"
1819,Radina Drandova,,,"actress,miscellaneous,archive_footage"
1820,Douglas M. Griffin,1966,,actor
1821,Harvey Scrimshaw,,,actor
1822,Fran Kranz,1981,,"actor,producer,director"
1823,John Fraser,,,writer
1824,Sidney Blackmer,1895,1973,"actor,soundtrack,archive_footage"
1825,Ted Levine,1957,,"actor,soundtrack,archive_footage"
1826,William Harrigan,,,actor
1827,Keith Wayne,,,actor
1828,Jake Weary,1990,,"actor,composer,producer"
1829,Logan Hawkes,,,sound_department
1830,John Boles,,,stunts
1831,Hayley McElhinney,1974,,"actress,archive_footage"
1832,Lorraine Gary,1937,,"actress,archive_footage"
1833,Tim Heidecker,1976,,"writer,actor,producer"
1834,Bradley Whitford,1959,,"actor,producer,writer"
1835,John Gavin,,,"visual_effects,animation_department"
1836,Claire Julien,,,actress
1837,Troy Garity,1973,,"actor,producer,miscellaneous"
1838,Alan Alda,1936,,"actor,miscellaneous,writer"
1839,Marlon Brando,,,stunts
1840,Seth Green,,,"production_manager,art_department"
1841,Vinnie Jones,1965,,"actor,producer,soundtrack"
1842,Michael Jai White,1967,,"actor,writer,producer"
1843,Stephen Campbell Moore,1979,,"actor,archive_footage"
1844,Corey Stoll,1976,,"actor,miscellaneous,archive_footage"
1845,Andrew Wilson,,,writer
1846,Sally Struthers,,,"cinematographer,editor,location_management"
1847,Bridget Fonda,1964,,"actress,soundtrack,archive_footage"
1848,Amanda Redman,,,
1849,Matthew Goode,,,"sound_department,composer"
1850,Kevin Pollak,,,actor
1851,Capucine,,,writer
1852,Strother Martin,1919,1980,"actor,soundtrack,archive_footage"
1853,Edmond O'Brien,,,
1854,Debra Winger,1955,,"actress,producer,miscellaneous"
1855,Chris Penn,,,producer
1856,James Belushi,,,
1857,John Williams,,,writer
1858,Spike Jonze,1969,,"producer,writer,director"
1859,Sanoe Lake,1979,,"actress,soundtrack"
1860,Chauncey Leopardi,1981,,actor
1861,Ashanti,,,make_up_department
1862,John Beck,,,stunts
1863,Mario Van Peebles,1957,,"actor,director,producer"
1864,Jae Head,1996,,actor
1865,Wenwen Han,,,miscellaneous
1866,Linda Hart,,,producer
1867,Rip Torn,1931,2019,"actor,director,producer"
1868,Tyra Ferrell,1962,,"actress,archive_footage"
1869,Michael Conrad,,,miscellaneous
1870,Geraldine Hughes,,,archive_footage
1871,Sean McCann,,,sound_department
1872,Patrick Mofokeng,,,actor
1873,Margaret Whitton,1949,2016,"actress,producer,director"
1874,Marc-André Grondin,1984,,"actor,producer,miscellaneous"
1875,Michael Aguero,,,actor
1876,Dayle Haddon,1949,,"actress,archive_footage"
1877,Paul Rodriguez,,2017,"sound_department,miscellaneous"
1878,Kelly Preston,1962,2020,"actress,soundtrack,archive_footage"
1879,Miriam Margolyes,1941,,"actress,soundtrack,archive_footage"
1880,Christopher Meloni,1961,,"actor,producer,director"
1881,Nigel Havers,1951,,"actor,director,soundtrack"
1882,Tom Costello,,,transportation_department
1883,Gaby Hoffman,,,
1884,Jeremy Radin,1983,,"actor,writer,producer"
1885,Joanna Page,,,location_management
1886,Helen Shaver,1951,,"actress,director,producer"
1887,Joe Simpson,,,sound_department
1888,Anthony Mackie,1978,,"actor,producer,director"
1889,Jackie Earle Haley,1961,,"actor,director,writer"
1890,Alexandra Maria Lara,1978,,"actress,soundtrack,archive_footage"
1891,Melissa Leo,,,special_effects
1892,Vanessa Redgrave,1937,,"actress,producer,director"
1893,Joyce Van Patten,1934,,"actress,producer,soundtrack"
1894,Frank Vincent,,,"actor,stunts"
1895,Jimmy Chin,,,"visual_effects,cinematographer"
1896,Mark Margolis,,,miscellaneous
1897,Julianne Nicholson,1971,,"actress,producer,director"
1898,Alice Krige,1954,,"actress,producer,writer"
1899,Gerry Lopez,,,camera_department
1900,Crystal Liu,,,"writer,script_department,producer"
1901,Leo McKern,1920,2002,"actor,director,writer"
1902,Claire Bloom,,,visual_effects
1903,Anna Popplewell,1988,,"actress,archive_footage"
1904,Ken Stott,1954,,"actor,soundtrack,archive_footage"
1905,Derek Jacobi,1938,,"actor,producer,soundtrack"
1906,Barry Dennen,1938,2017,"actor,writer,miscellaneous"
1907,Nicholas Clay,,,actor
1908,John Hallam,1941,2006,actor
1909,Kenneth Branagh,1960,,"actor,producer,director"
1910,Embeth Davidtz,1965,,"actress,archive_footage"
1911,Katherine Helmond,1929,2019,"actress,director,archive_footage"
1912,Helena Bonham-Carter,,,
1913,Rowan Atkinson,1955,,"actor,writer,producer"
1914,Alison Sudol,1984,,"actress,writer,composer"
1915,Robbie Coltrane,1950,2022,"actor,writer,producer"
1916,Timothy Spall,1957,,"actor,producer,writer"
1917,David Tomlinson,,,"writer,producer,script_department"
1918,Viggo Mortensen,1958,,"actor,producer,director"
1919,Sarita Choudhury,1966,,"actress,producer,archive_footage"
1920,Toby Kebbell,1982,,"actor,archive_footage"
1921,Jim Varney,,,"actor,miscellaneous"
1922,Bob Peterson,,,production_designer
1923,Tony Hale,,,"editor,visual_effects,sound_department"
1924,Alanna Ubach,1975,,"actress,producer,director"
1925,Jason Lee,,,"writer,producer,director"
1926,"Ahmir ""Questlove"" Thompson",,,
1927,Temuera Morrison,1960,,"actor,producer,director"
1928,Kaitlin Olson,1975,,"actress,producer,writer"
1929,Huck Milner,2007,,actor
1930,Craig Ferguson,,,"writer,director,producer"
1931,Jamie Chung,,,producer
1932,Ron Perlman,,,location_management
1933,Mark Walton,,,writer
1934,Octavia Spencer,1970,,"actress,producer,director"
1935,Alex Garfin,2003,,actor
1936,Jane Lynch,,,make_up_department
1937,David Cross,,,writer
1938,Thomas Middleditch,1982,,"actor,music_department,writer"
1939,Joseph Izzo,,,writer
1940,Stephen Colbert,1964,,"writer,producer,actor"
1941,Julie Walters,,,transportation_department
1942,Goran Visnjic,1972,,"actor,producer,soundtrack"
1943,Ryan Teeple,,,actor
1944,Common,1972,,"actor,producer,composer"
1945,Miranda Cosgrove,1993,,"actress,producer,music_department"
1946,William Shatner,1931,,"actor,producer,writer"
1947,Spencer Locke,,,"editorial_department,production_manager"
1948,Larry the Cable Guy,1963,,"actor,producer,writer"
1949,Chris Miller,,,writer
1950,Harland Williams,,,
1951,Beyoncé Knowles,,,
1952,Max Casella,1967,,"actor,producer,soundtrack"
1953,Kevin James,,,writer
1954,Chopper Bernet,1963,,"actor,producer,director"
1955,Éric Cantona,,,
1956,Magaly Solier,1986,,"actress,soundtrack"
1957,Michael Wincott,1958,,"actor,archive_footage"
1958,Rosanna Arquette,1959,,"actress,producer,director"
1959,Jesse Plemons,1988,,"actor,music_department,producer"
1960,Thomas F. Wilson,,,
1961,Miles Anderson,,,writer
1962,Roger Yuan,1961,,"actor,stunts,miscellaneous"
1963,Michael Gambon,1940,2023,"actor,music_department,soundtrack"
1964,William Fichtner,1956,,"actor,producer,director"
1965,Walton Goggins,1971,,"actor,producer,soundtrack"
1966,Danny Huston,,,
1967,Christopher Penn,,,
1968,Jeremy Slate,,,sound_department
1969,Dwayne Hickman,,,actor
1970,Caren Pistorius,1990,,"actress,archive_footage"
1971,Allyn Ann McLerie,1926,2018,"actress,soundtrack,archive_footage"
1972,Mitchell Ryan,,,"assistant_director,producer,production_manager"
1973,Martin Balsam,1919,1996,"actor,archive_footage"
1974,Anni Finsterer,,,"actress,writer,miscellaneous"
1975,Thelma Ritter,1902,1969,"actress,soundtrack,archive_footage"
1976,Carroll Baker,,,"actress,soundtrack"
1977,Arthur Hunnicutt,1910,1979,"actor,soundtrack,archive_footage"
1978,Thomas Mitchell,,,writer
1979,Jack Hawkins,,,writer
1980,Sam Jaffe,,,actor
1981,Teresa Wright,,,make_up_department
1982,Warren Stevens,,,actor
1983,Luke Grimes,,,sound_department
1984,Peter Mullan,1959,,"actor,director,writer"
1985,Robert Webber,,,"sound_department,actor"
1986,Julia Ormond,1965,,"actress,producer,archive_footage"
1987,Rory Culkin,1989,,"actor,producer,archive_footage"
1988,Jennifer Esposito,,,make_up_department
1989,Hugh Dancy,1975,,"actor,producer,soundtrack"
1990,Dennis Franz,,,art_department
1991,James Schofield,,,"visual_effects,animation_department"
1992,Vivian Wu,,,make_up_department
1993,Isiah Whitlock Jr.,1954,,"actor,writer,miscellaneous"
1994,Method Man,1971,,"actor,producer,writer"
1995,Lowell Landes,,,actor
1996,Forest Whitaker,1961,,"actor,producer,director"
1997,Lil Rel Howery,1979,,"actor,writer,producer"
1998,Bill Camp,,,"special_effects,visual_effects"
1999,Lari White,1965,2018,"actress,soundtrack"
2000,Alex Manette,1969,,"actor,cinematographer,producer"
2001,Vanessa Haywood,,,actress
2002,Jennifer Ehle,1969,,"actress,archive_footage"
2003,Agata Kulesza,1971,,"actress,writer"
2004,Garrett Hedlund,1984,,"actor,producer,soundtrack"
2005,John Hillerman,1932,2017,"actor,soundtrack,archive_footage"
2006,James Coburn,,,sound_department
2007,Byron Bowers,1978,,"actor,writer,producer"
2008,Mickey O'Hagan,1975,,"actress,cinematographer,producer"
2009,Emma Greenwell,1989,,"actress,archive_footage"
2010,Cliff Smith,,,miscellaneous
2011,Sandra Oh,1971,,"actress,producer,writer"
2012,Jerry O'Connell,1974,,"actor,producer,director"
2013,Tahlia Sturzaker,,,actress
2014,R. Lee Ermey,,,
2015,Camilla Rutherford,,,actor
2016,Harriet Walter,1950,,"actress,soundtrack,archive_footage"
2017,Kurt Egyiawan,,,actor
2018,Jacki Weaver,1947,,"actress,soundtrack,archive_footage"
2019,Kevin Garnett,,,"writer,producer,miscellaneous"
2020,Harry Styles,1994,,"music_artist,actor,composer"
2021,Samantha Sloyan,1979,,"actress,producer,miscellaneous"
2022,Jeremy Davies,,,"production_designer,art_department"
2023,Michael Sheen,,,
2024,Omari Hardwick,1974,,"actor,producer,writer"
2025,Jessie Buckley,1989,,"actress,music_department,soundtrack"
2026,Rooney Mara,1985,,"actress,producer,costume_designer"
2027,Laura Dern,1967,,"actress,producer,writer"
2028,Fernando Grediaga,,,actor
2029,Mary J. Blige,1971,,"music_artist,actress,composer"
2030,Ramy Essam,,,"composer,music_department"
2031,Paul L. Smith,1936,2012,"actor,director,producer"
2032,Keith Knight,,,"writer,actor"
2033,Rachel Matthews,,,music_department
2034,Brad Dourif,1950,,"actor,archive_footage,archive_sound"
2035,Laurie Bartram,,,
2036,Keith Gordon,,,talent_agent
2037,Alexandre Trocki,,,actor
2038,Hanno Poeschl,,,
2039,Lou Antonio,1934,,"director,actor,producer"
2040,Dale Dickey,,,producer
2041,Jean Hagen,1923,1977,"actress,soundtrack,archive_footage"
2042,Helen Broderick,1891,1959,"actress,writer,soundtrack"
